TransactionID,isFraud,TransactionAmt,TransactionDT,HourOfDay,DayOfWeek,DeviceRisk,ProductCD,card4,card6,fraud_probability,risk_tier
3036059,1,794.95,1178452,15,6,0,W,visa,debit,0.746988,Suspicious
3036064,1,200.0,1178538,15,6,0,R,mastercard,credit,0.712583,Suspicious
3036107,1,150.0,1179295,15,6,0,H,visa,credit,0.705432,Suspicious
3036165,1,214.894,1180093,15,6,0,C,visa,debit,0.714370,Suspicious
3036222,1,1224.0,1180716,15,6,0,W,mastercard,credit,0.757767,Critical Risk
3036224,1,13.759,1180774,15,6,0,C,visa,debit,0.647296,Suspicious
3036236,1,55.0,1180888,16,6,0,W,visa,debit,0.680634,Suspicious
3036260,1,55.0,1181100,16,6,0,W,visa,debit,0.680634,Suspicious
3036282,1,29.0,1181379,16,6,0,W,visa,debit,0.665030,Suspicious
3036378,1,55.0,1182494,16,6,0,W,visa,debit,0.680634,Suspicious
3036664,1,40.693,1185567,17,6,0,C,mastercard,debit,0.673258,Suspicious
3036673,1,40.693,1185642,17,6,0,C,mastercard,debit,0.673258,Suspicious
3036756,1,40.693,1186619,17,6,0,C,mastercard,debit,0.673258,Suspicious
3036781,1,420.0,1186851,17,6,0,W,visa,debit,0.731066,Suspicious
3036870,1,200.0,1187827,17,6,0,R,american express,credit,0.712583,Suspicious
3037184,1,34.339,1191404,18,6,0,C,visa,credit,0.669125,Suspicious
3037400,1,20.172,1194017,19,6,0,C,visa,debit,0.656317,Suspicious
3037405,1,20.172,1194107,19,6,0,C,mastercard,credit,0.656317,Suspicious
3037419,1,20.172,1194251,19,6,0,C,visa,debit,0.656317,Suspicious
3037426,1,20.172,1194347,19,6,0,C,visa,debit,0.656317,Suspicious
3037439,1,664.0,1194471,19,6,0,W,mastercard,credit,0.742495,Suspicious
3037491,1,107.95,1195141,19,6,0,W,visa,debit,0.697272,Suspicious
3037531,1,39.0,1195685,20,6,0,W,mastercard,debit,0.672222,Suspicious
3037542,1,187.726,1195837,20,6,0,C,visa,credit,0.711007,Suspicious
3037553,1,187.726,1195929,20,6,0,C,mastercard,debit,0.711007,Suspicious
3037563,1,187.726,1196012,20,6,0,C,visa,debit,0.711007,Suspicious
3037673,1,48.43,1197279,20,6,0,W,visa,debit,0.677514,Suspicious
3037679,1,70.718,1197320,20,6,0,C,visa,debit,0.686819,Suspicious
3037697,1,70.718,1197454,20,6,0,C,visa,debit,0.686819,Suspicious
3037717,1,70.718,1197782,20,6,0,C,visa,credit,0.686819,Suspicious
3037736,1,37.0,1198114,20,6,0,W,mastercard,debit,0.670940,Suspicious
3037770,1,47.0,1198613,20,6,0,W,visa,debit,0.676780,Suspicious
3037788,1,2.449,1198838,21,6,0,C,mastercard,credit,0.610952,Suspicious
3038064,1,49.0,1202718,22,6,0,W,visa,credit,0.677801,Suspicious
3038076,1,49.0,1202888,22,6,0,W,visa,credit,0.677801,Suspicious
3038100,1,171.0,1203204,22,6,0,W,visa,debit,0.708687,Suspicious
3038105,1,311.95,1203264,22,6,0,W,visa,credit,0.723651,Suspicious
3038116,1,171.0,1203398,22,6,0,W,visa,debit,0.708687,Suspicious
3038284,1,26.585,1205388,22,6,0,C,visa,debit,0.662932,Suspicious
3038356,1,159.95,1206377,23,6,0,W,visa,debit,0.707027,Suspicious
3038373,1,117.0,1206592,23,6,0,W,visa,credit,0.699267,Suspicious
3038384,1,44.0,1206752,23,6,0,W,visa,debit,0.675167,Suspicious
3038409,1,29.0,1207021,23,6,0,W,visa,debit,0.665030,Suspicious
3038419,1,44.658,1207150,23,6,0,C,mastercard,credit,0.675529,Suspicious
3038518,1,46.99,1208486,23,6,0,C,visa,credit,0.676775,Suspicious
3038525,1,250.0,1208536,23,6,0,R,mastercard,debit,0.718136,Suspicious
3038527,1,26.585,1208552,23,6,0,C,visa,debit,0.662932,Suspicious
3038548,1,200.0,1208856,23,6,0,R,mastercard,debit,0.712583,Suspicious
3038550,1,187.726,1208897,23,6,0,C,visa,credit,0.711007,Suspicious
3038584,1,250.0,1209296,23,6,0,R,mastercard,debit,0.718136,Suspicious
3038592,1,26.585,1209349,23,6,0,C,visa,debit,0.662932,Suspicious
3038603,1,100.0,1209464,23,6,0,R,mastercard,debit,0.695378,Suspicious
3038607,1,100.0,1209536,23,6,0,R,visa,debit,0.695378,Suspicious
3038618,1,100.0,1209679,0,0,0,R,mastercard,debit,0.775378,Critical Risk
3038630,1,884.0,1209832,0,0,0,W,mastercard,credit,0.829640,Critical Risk
3038655,1,100.0,1210069,0,0,0,R,mastercard,debit,0.775378,Critical Risk
3038835,1,100.0,1212284,0,0,0,R,american express,credit,0.775378,Critical Risk
3038869,1,59.0,1212789,0,0,0,W,visa,debit,0.762359,Critical Risk
3038884,1,255.0,1213068,0,0,0,W,visa,debit,0.798629,Critical Risk
3038894,1,255.0,1213300,1,0,0,W,visa,debit,0.798629,Critical Risk
3038991,1,255.0,1214812,1,0,0,W,visa,debit,0.798629,Critical Risk
3039011,1,255.0,1215064,1,0,0,W,visa,debit,0.798629,Critical Risk
3039025,1,18.603,1215399,1,0,0,C,visa,debit,0.734392,Suspicious
3039079,1,57.95,1216457,1,0,0,W,mastercard,debit,0.761917,Critical Risk
3039097,1,25.652,1216686,1,0,0,C,mastercard,debit,0.742072,Suspicious
3039160,1,29.0,1217608,2,0,0,W,visa,debit,0.745030,Suspicious
3039244,1,134.09,1218898,2,0,0,C,mastercard,debit,0.782649,Critical Risk
3039407,1,445.0,1221868,3,0,0,W,mastercard,credit,0.812508,Critical Risk
3039491,1,75.0,1223891,3,0,0,H,mastercard,credit,0.768268,Critical Risk
3039506,1,200.0,1224119,4,0,0,R,discover,credit,0.792583,Critical Risk
3039516,1,67.279,1224291,4,0,0,C,mastercard,debit,0.765590,Critical Risk
3039528,1,40.81,1224697,4,0,0,C,mastercard,debit,0.753328,Critical Risk
3039537,1,40.81,1224778,4,0,0,C,mastercard,debit,0.753328,Critical Risk
3039570,1,226.0,1225472,4,0,0,W,visa,credit,0.795624,Critical Risk
3039574,1,132.108,1225532,4,0,0,C,mastercard,credit,0.782279,Critical Risk
3039580,1,132.108,1225613,4,0,0,C,mastercard,credit,0.782279,Critical Risk
3039644,1,41.102,1227494,4,0,0,C,visa,credit,0.753502,Critical Risk
3039656,1,41.102,1228112,5,0,0,C,mastercard,credit,0.673502,Suspicious
3039661,1,41.102,1228232,5,0,0,C,visa,credit,0.673502,Suspicious
3039672,1,200.0,1228669,5,0,0,H,mastercard,credit,0.712583,Suspicious
3039674,1,200.0,1228744,5,0,0,H,visa,credit,0.712583,Suspicious
3039675,1,117.0,1228806,5,0,0,W,mastercard,credit,0.699267,Suspicious
3039768,1,40.81,1233327,6,0,0,C,mastercard,debit,0.673328,Suspicious
3039769,1,40.81,1233421,6,0,0,C,mastercard,debit,0.673328,Suspicious
3039770,1,40.81,1233472,6,0,0,C,mastercard,debit,0.673328,Suspicious
3039776,1,200.0,1234210,6,0,0,R,discover,credit,0.712583,Suspicious
3039781,1,107.95,1234838,7,0,0,W,mastercard,debit,0.697272,Suspicious
3039790,1,61.681,1236466,7,0,0,C,mastercard,credit,0.683451,Suspicious
3039899,1,250.0,1253218,12,0,0,H,mastercard,debit,0.718136,Suspicious
3039966,1,171.0,1256204,12,0,0,W,visa,debit,0.708687,Suspicious
3039976,1,57.0,1256617,13,0,0,W,mastercard,debit,0.681511,Suspicious
3039988,1,57.0,1256890,13,0,0,W,mastercard,debit,0.681511,Suspicious
3040036,1,589.0,1258247,13,0,0,W,visa,credit,0.739503,Suspicious
3040129,1,26.585,1260589,14,0,0,C,visa,debit,0.662932,Suspicious
3040171,1,59.0,1261667,14,0,0,W,discover,credit,0.682359,Suspicious
3040178,1,117.0,1261811,14,0,0,W,mastercard,credit,0.699267,Suspicious
3040182,1,59.0,1261886,14,0,0,W,discover,credit,0.682359,Suspicious
3040204,1,117.0,1262144,14,0,0,W,mastercard,credit,0.699267,Suspicious
3040248,1,75.0,1262772,14,0,0,H,visa,credit,0.688268,Suspicious
3040263,1,97.0,1262941,14,0,0,W,visa,debit,0.694624,Suspicious
3040341,1,100.0,1264226,15,0,0,H,mastercard,debit,0.695378,Suspicious
3040367,1,41.102,1264598,15,0,0,C,visa,credit,0.673502,Suspicious
3040375,1,41.102,1264657,15,0,0,C,mastercard,credit,0.673502,Suspicious
3040422,1,11.077,1265227,15,0,0,C,visa,debit,0.642283,Suspicious
3040436,1,11.077,1265384,15,0,0,C,mastercard,credit,0.642283,Suspicious
3040550,1,370.0,1266762,15,0,0,W,visa,debit,0.727905,Suspicious
3040590,1,370.0,1267220,16,0,0,W,visa,debit,0.727905,Suspicious
3040632,1,201.0,1267682,16,0,0,W,visa,debit,0.712707,Suspicious
3040636,1,150.0,1267727,16,0,0,H,mastercard,credit,0.705432,Suspicious
3040677,1,61.681,1268179,16,0,0,C,mastercard,credit,0.683451,Suspicious
3040698,1,50.0,1268385,16,0,0,H,visa,credit,0.678296,Suspicious
3040708,1,117.0,1268643,16,0,0,W,visa,credit,0.699267,Suspicious
3040715,1,50.0,1268696,16,0,0,H,mastercard,debit,0.678296,Suspicious
3041001,1,17.607,1271828,17,0,0,C,mastercard,debit,0.653088,Suspicious
3041079,1,62.95,1272833,17,0,0,W,visa,debit,0.683953,Suspicious
3041132,1,44.0,1273596,17,0,0,W,visa,debit,0.675167,Suspicious
3041147,1,554.0,1273732,17,0,0,W,mastercard,credit,0.737974,Suspicious
3041160,1,29.0,1273872,17,0,0,W,visa,debit,0.665030,Suspicious
3041166,1,18.656,1273934,17,0,0,C,visa,credit,0.654460,Suspicious
3041174,1,18.656,1273993,17,0,0,C,visa,credit,0.654460,Suspicious
3041224,1,139.0,1274547,18,0,0,W,visa,debit,0.703541,Suspicious
3041235,1,12.126,1274793,18,0,0,C,visa,debit,0.644365,Suspicious
3041240,1,12.126,1274844,18,0,0,C,visa,debit,0.644365,Suspicious
3041245,1,12.126,1274910,18,0,0,C,visa,debit,0.644365,Suspicious
3041249,1,12.126,1274961,18,0,0,C,visa,debit,0.644365,Suspicious
3041256,1,12.126,1275023,18,0,0,C,visa,debit,0.644365,Suspicious
3041269,1,150.0,1275152,18,0,0,H,mastercard,credit,0.705432,Suspicious
3041309,1,54.219,1275620,18,0,0,C,mastercard,debit,0.680283,Suspicious
3041317,1,54.219,1275687,18,0,0,C,mastercard,debit,0.680283,Suspicious
3041369,1,100.0,1276193,18,0,0,H,visa,credit,0.695378,Suspicious
3041381,1,50.0,1276303,18,0,0,H,visa,credit,0.678296,Suspicious
3041453,1,445.0,1277077,18,0,0,W,mastercard,debit,0.732508,Suspicious
3041465,1,150.0,1277170,18,0,0,H,mastercard,credit,0.705432,Suspicious
3041473,1,49.0,1277209,18,0,0,W,visa,debit,0.677801,Suspicious
3041475,1,39.0,1277227,18,0,0,W,visa,credit,0.672222,Suspicious
3041487,1,49.0,1277381,18,0,0,W,visa,debit,0.677801,Suspicious
3041496,1,100.0,1277556,18,0,0,H,visa,credit,0.695378,Suspicious
3041505,1,41.0,1277673,18,0,0,W,visa,debit,0.673442,Suspicious
3041508,1,41.0,1277703,18,0,0,W,visa,debit,0.673442,Suspicious
3041597,1,41.0,1278670,19,0,0,W,visa,debit,0.673442,Suspicious
3041627,1,41.0,1279214,19,0,0,W,visa,debit,0.673442,Suspicious
3041676,1,72.95,1279735,19,0,0,W,visa,debit,0.687585,Suspicious
3041761,1,100.0,1280561,19,0,0,H,visa,debit,0.695378,Suspicious
3041848,1,100.0,1281538,19,0,0,H,visa,credit,0.695378,Suspicious
3041973,1,450.0,1283172,20,0,0,H,mastercard,credit,0.732787,Suspicious
3042025,1,47.95,1283607,20,0,0,W,visa,debit,0.677270,Suspicious
3042097,1,226.0,1284354,20,0,0,W,visa,debit,0.715624,Suspicious
3042112,1,465.0,1284593,20,0,0,H,visa,debit,0.733605,Suspicious
3042168,1,884.0,1285172,20,0,0,W,mastercard,credit,0.749640,Suspicious
3042196,1,26.585,1285615,21,0,0,C,visa,debit,0.662932,Suspicious
3042203,1,59.0,1285736,21,0,0,W,visa,debit,0.682359,Suspicious
3042211,1,226.0,1285787,21,0,0,W,visa,debit,0.715624,Suspicious
3042230,1,226.0,1286061,21,0,0,W,visa,debit,0.715624,Suspicious
3042258,1,51.537,1286327,21,0,0,C,visa,debit,0.679038,Suspicious
3042261,1,51.537,1286382,21,0,0,C,visa,debit,0.679038,Suspicious
3042272,1,51.537,1286467,21,0,0,C,visa,credit,0.679038,Suspicious
3042282,1,51.537,1286639,21,0,0,C,visa,debit,0.679038,Suspicious
3042291,1,40.81,1286701,21,0,0,C,mastercard,debit,0.673328,Suspicious
3042396,1,20.522,1287883,21,0,0,C,mastercard,credit,0.656727,Suspicious
3042404,1,108.5,1288052,21,0,0,W,mastercard,credit,0.697398,Suspicious
3042420,1,480.0,1288292,21,0,0,H,mastercard,credit,0.734397,Suspicious
3042430,1,38.245,1288388,21,0,0,C,visa,debit,0.671746,Suspicious
3042454,1,480.0,1288662,21,0,0,H,mastercard,credit,0.734397,Suspicious
3042479,1,34.0,1289008,22,0,0,W,visa,debit,0.668884,Suspicious
3042541,1,29.0,1289829,22,0,0,W,visa,debit,0.665030,Suspicious
3042567,1,171.0,1290067,22,0,0,W,visa,debit,0.708687,Suspicious
3042627,1,24.0,1290710,22,0,0,W,visa,debit,0.660472,Suspicious
3042632,1,26.585,1290783,22,0,0,C,visa,debit,0.662932,Suspicious
3042638,1,26.585,1290869,22,0,0,C,mastercard,credit,0.662932,Suspicious
3042683,1,140.328,1291409,22,0,0,C,mastercard,debit,0.703777,Suspicious
3042689,1,191.913,1291478,22,0,0,C,visa,debit,0.711556,Suspicious
3042728,1,75.0,1292050,22,0,0,H,visa,credit,0.688268,Suspicious
3042748,1,25.069,1292207,22,0,0,C,mastercard,credit,0.661519,Suspicious
3042854,1,25.71,1293454,23,0,0,C,mastercard,credit,0.662126,Suspicious
3042864,1,25.71,1293547,23,0,0,C,mastercard,credit,0.662126,Suspicious
3042898,1,25.71,1293974,23,0,0,C,mastercard,credit,0.662126,Suspicious
3042901,1,25.71,1294053,23,0,0,C,mastercard,credit,0.662126,Suspicious
3042975,1,31.191,1294950,23,0,0,C,visa,debit,0.666792,Suspicious
3043040,1,29.85,1295665,23,0,0,C,mastercard,credit,0.665728,Suspicious
3043120,1,31.191,1296765,0,1,0,C,visa,debit,0.746792,Suspicious
3043129,1,31.191,1296830,0,1,0,C,visa,debit,0.746792,Suspicious
3043145,1,31.191,1297009,0,1,0,C,mastercard,credit,0.746792,Suspicious
3043146,1,31.191,1297009,0,1,0,C,visa,debit,0.746792,Suspicious
3043161,1,31.191,1297125,0,1,0,C,visa,debit,0.746792,Suspicious
3043167,1,31.191,1297203,0,1,0,C,visa,credit,0.746792,Suspicious
3043223,1,171.0,1297983,0,1,0,W,mastercard,debit,0.788687,Critical Risk
3043335,1,106.25,1299640,1,1,0,W,visa,debit,0.776879,Critical Risk
3043353,1,161.0,1299925,1,1,0,W,visa,debit,0.787190,Critical Risk
3043408,1,141.0,1300843,1,1,0,W,mastercard,credit,0.783896,Critical Risk
3043428,1,59.0,1301085,1,1,0,W,mastercard,credit,0.762359,Critical Risk
3043438,1,62.381,1301195,1,1,0,C,mastercard,credit,0.763729,Critical Risk
3043446,1,62.381,1301281,1,1,0,C,visa,credit,0.763729,Critical Risk
3043494,1,500.0,1301810,1,1,0,R,visa,credit,0.815415,Critical Risk
3043504,1,500.0,1301959,1,1,0,R,visa,credit,0.815415,Critical Risk
3043513,1,500.0,1302089,1,1,0,R,visa,debit,0.815415,Critical Risk
3043538,1,500.0,1302365,1,1,0,R,visa,debit,0.815415,Critical Risk
3043562,1,300.0,1302696,1,1,0,R,mastercard,debit,0.802678,Critical Risk
3043571,1,300.0,1302780,1,1,0,R,visa,debit,0.802678,Critical Risk
3043657,1,29.0,1304314,2,1,0,W,visa,debit,0.745030,Suspicious
3043784,1,59.0,1306090,2,1,0,W,visa,debit,0.762359,Critical Risk
3043865,1,59.0,1307498,3,1,0,W,visa,debit,0.762359,Critical Risk
3043917,1,100.0,1308686,3,1,0,H,visa,debit,0.775378,Critical Risk
3043920,1,100.0,1308745,3,1,0,H,visa,debit,0.775378,Critical Risk
3043925,1,100.0,1308814,3,1,0,H,visa,debit,0.775378,Critical Risk
3043996,1,31.599,1310580,4,1,0,C,visa,debit,0.747107,Suspicious
3044033,1,27.984,1311579,4,1,0,C,mastercard,credit,0.744169,Suspicious
3044034,1,31.599,1311594,4,1,0,C,visa,debit,0.747107,Suspicious
3044035,1,27.984,1311681,4,1,0,C,mastercard,credit,0.744169,Suspicious
3044047,1,66.579,1311890,4,1,0,C,visa,debit,0.765332,Critical Risk
3044051,1,66.579,1311940,4,1,0,C,visa,debit,0.765332,Critical Risk
3044055,1,66.579,1311978,4,1,0,C,visa,debit,0.765332,Critical Risk
3044056,1,66.579,1312018,4,1,0,C,visa,debit,0.765332,Critical Risk
3044057,1,66.579,1312059,4,1,0,C,visa,debit,0.765332,Critical Risk
3044060,1,49.205,1312083,4,1,0,C,visa,debit,0.757903,Critical Risk
3044061,1,66.579,1312099,4,1,0,C,visa,debit,0.765332,Critical Risk
3044068,1,66.579,1312177,4,1,0,C,visa,debit,0.765332,Critical Risk
3044069,1,59.0,1312196,4,1,0,W,visa,debit,0.762359,Critical Risk
3044071,1,66.579,1312210,4,1,0,C,visa,debit,0.765332,Critical Risk
3044072,1,66.579,1312260,4,1,0,C,visa,debit,0.765332,Critical Risk
3044075,1,66.579,1312299,4,1,0,C,visa,debit,0.765332,Critical Risk
3044077,1,66.579,1312358,4,1,0,C,visa,debit,0.765332,Critical Risk
3044079,1,66.579,1312393,4,1,0,C,visa,debit,0.765332,Critical Risk
3044081,1,66.579,1312497,4,1,0,C,visa,debit,0.765332,Critical Risk
3044083,1,66.579,1312536,4,1,0,C,visa,debit,0.765332,Critical Risk
3044085,1,66.579,1312590,4,1,0,C,visa,debit,0.765332,Critical Risk
3044105,1,117.0,1313126,4,1,0,W,mastercard,credit,0.779267,Critical Risk
3044142,1,66.579,1314711,5,1,0,C,visa,debit,0.685332,Suspicious
3044143,1,66.579,1314759,5,1,0,C,visa,credit,0.685332,Suspicious
3044145,1,66.579,1314842,5,1,0,C,visa,debit,0.685332,Suspicious
3044146,1,66.579,1314886,5,1,0,C,visa,debit,0.685332,Suspicious
3044152,1,66.579,1314935,5,1,0,C,visa,debit,0.685332,Suspicious
3044154,1,66.579,1314998,5,1,0,C,visa,credit,0.685332,Suspicious
3044155,1,66.579,1315061,5,1,0,C,visa,credit,0.685332,Suspicious
3044164,1,66.579,1315150,5,1,0,C,visa,credit,0.685332,Suspicious
3044216,1,200.0,1316909,5,1,0,R,visa,debit,0.712583,Suspicious
3044221,1,59.0,1317104,5,1,0,W,visa,debit,0.682359,Suspicious
3044224,1,131.0,1317246,5,1,0,W,visa,debit,0.702070,Suspicious
3044263,1,117.0,1319937,6,1,0,W,visa,debit,0.699267,Suspicious
3044265,1,77.0,1320146,6,1,0,W,visa,debit,0.688918,Suspicious
3044281,1,100.0,1322015,7,1,0,R,visa,debit,0.695378,Suspicious
3044297,1,62.148,1323088,7,1,0,C,visa,debit,0.683637,Suspicious
3044298,1,62.148,1323198,7,1,0,C,visa,debit,0.683637,Suspicious
3044381,1,141.0,1336263,11,1,0,W,visa,credit,0.703896,Suspicious
3044446,1,374.95,1340794,12,1,0,W,mastercard,credit,0.728236,Suspicious
3044488,1,117.0,1341964,12,1,0,W,visa,debit,0.699267,Suspicious
3044608,1,64.713,1344855,13,1,0,C,visa,debit,0.684632,Suspicious
3044633,1,250.0,1345372,13,1,0,W,visa,debit,0.718136,Suspicious
3044713,1,150.0,1346628,14,1,0,H,mastercard,credit,0.705432,Suspicious
3044731,1,89.432,1346938,14,1,0,C,visa,credit,0.692615,Suspicious
3044736,1,480.0,1346987,14,1,0,H,mastercard,credit,0.734397,Suspicious
3044737,1,89.432,1346994,14,1,0,C,mastercard,credit,0.692615,Suspicious
3044849,1,64.713,1348549,14,1,0,C,visa,credit,0.684632,Suspicious
3044861,1,64.713,1348632,14,1,0,C,visa,debit,0.684632,Suspicious
3044933,1,66.579,1349446,14,1,0,C,visa,debit,0.685332,Suspicious
3044940,1,66.579,1349574,14,1,0,C,visa,debit,0.685332,Suspicious
3044957,1,66.579,1349860,14,1,0,C,visa,debit,0.685332,Suspicious
3045096,1,44.0,1351350,15,1,0,W,visa,debit,0.675167,Suspicious
3045098,1,67.0,1351383,15,1,0,H,visa,debit,0.685488,Suspicious
3045236,1,117.0,1352930,15,1,0,W,visa,credit,0.699267,Suspicious
3045245,1,66.579,1352990,15,1,0,C,visa,debit,0.685332,Suspicious
3045284,1,150.0,1353485,15,1,0,R,mastercard,credit,0.705432,Suspicious
3045314,1,66.579,1353758,16,1,0,C,visa,debit,0.685332,Suspicious
3045344,1,66.579,1354010,16,1,0,C,visa,debit,0.685332,Suspicious
3045377,1,36.729,1354395,16,1,0,C,visa,debit,0.670761,Suspicious
3045387,1,36.729,1354537,16,1,0,C,visa,debit,0.670761,Suspicious
3045392,1,29.033,1354582,16,1,0,C,mastercard,debit,0.665057,Suspicious
3045400,1,29.033,1354643,16,1,0,C,mastercard,debit,0.665057,Suspicious
3045419,1,66.579,1354817,16,1,0,C,visa,debit,0.685332,Suspicious
3045434,1,66.579,1354925,16,1,0,C,visa,debit,0.685332,Suspicious
3045451,1,117.0,1355117,16,1,0,W,visa,debit,0.699267,Suspicious
3045459,1,66.579,1355199,16,1,0,C,visa,debit,0.685332,Suspicious
3045480,1,66.579,1355374,16,1,0,C,visa,debit,0.685332,Suspicious
3045485,1,295.0,1355402,16,1,0,W,mastercard,credit,0.722259,Suspicious
3045517,1,29.033,1355681,16,1,0,C,mastercard,debit,0.665057,Suspicious
3045553,1,210.95,1356033,16,1,0,W,visa,debit,0.713909,Suspicious
3045574,1,97.0,1356266,16,1,0,W,visa,debit,0.694624,Suspicious
3045633,1,171.0,1356752,16,1,0,W,visa,debit,0.708687,Suspicious
3045710,1,250.0,1357454,17,1,0,H,visa,debit,0.718136,Suspicious
3045741,1,39.0,1357733,17,1,0,W,visa,debit,0.672222,Suspicious
3045762,1,186.0,1357878,17,1,0,W,visa,debit,0.710778,Suspicious
3045793,1,50.0,1358205,17,1,0,H,american express,credit,0.678296,Suspicious
3045900,1,18.656,1359289,17,1,0,C,visa,credit,0.654460,Suspicious
3045904,1,18.656,1359365,17,1,0,C,visa,credit,0.654460,Suspicious
3045920,1,95.0,1359535,17,1,0,H,visa,credit,0.694109,Suspicious
3045987,1,115.0,1360235,17,1,0,W,visa,debit,0.698840,Suspicious
3045995,1,104.532,1360325,17,1,0,C,visa,credit,0.696475,Suspicious
3046002,1,104.532,1360415,17,1,0,C,visa,credit,0.696475,Suspicious
3046035,1,87.0,1360823,18,1,0,W,visa,credit,0.691933,Suspicious
3046053,1,110.654,1360999,18,1,0,C,visa,credit,0.697885,Suspicious
3046174,1,51.421,1362409,18,1,0,C,visa,debit,0.678983,Suspicious
3046179,1,51.421,1362457,18,1,0,C,visa,debit,0.678983,Suspicious
3046194,1,150.0,1362645,18,1,0,H,mastercard,credit,0.705432,Suspicious
3046200,1,150.0,1362701,18,1,0,H,visa,debit,0.705432,Suspicious
3046637,1,214.0,1367213,19,1,0,W,visa,debit,0.714266,Suspicious
3046707,1,53.636,1367968,19,1,0,C,visa,credit,0.680017,Suspicious
3046723,1,34.0,1368099,20,1,0,W,visa,debit,0.668884,Suspicious
3046793,1,445.0,1368841,20,1,0,W,visa,credit,0.732508,Suspicious
3046844,1,113.102,1369265,20,1,0,C,visa,debit,0.698427,Suspicious
3046856,1,29.0,1369415,20,1,0,W,visa,debit,0.665030,Suspicious
3046955,1,306.95,1370392,20,1,0,W,visa,debit,0.723248,Suspicious
3047016,1,117.0,1371073,20,1,0,W,visa,debit,0.699267,Suspicious
3047029,1,25.535,1371206,20,1,0,C,mastercard,credit,0.661962,Suspicious
3047044,1,117.0,1371304,20,1,0,W,visa,debit,0.699267,Suspicious
3047067,1,100.0,1371500,20,1,0,H,mastercard,debit,0.695378,Suspicious
3047189,1,335.0,1372738,21,1,0,W,visa,credit,0.725428,Suspicious
3047246,1,112.99,1373381,21,1,0,W,visa,debit,0.698403,Suspicious
3047312,1,49.0,1374064,21,1,0,W,visa,credit,0.677801,Suspicious
3047512,1,50.0,1376243,22,1,0,S,visa,debit,0.678296,Suspicious
3047532,1,49.0,1376488,22,1,0,W,visa,debit,0.677801,Suspicious
3047537,1,99.576,1376534,22,1,0,C,visa,debit,0.695273,Suspicious
3047542,1,99.576,1376581,22,1,0,C,visa,debit,0.695273,Suspicious
3047547,1,50.0,1376613,22,1,0,S,mastercard,debit,0.678296,Suspicious
3047550,1,99.576,1376640,22,1,0,C,mastercard,credit,0.695273,Suspicious
3047558,1,99.576,1376702,22,1,0,C,visa,credit,0.695273,Suspicious
3047627,1,664.0,1377402,22,1,0,W,mastercard,debit,0.742495,Suspicious
3047677,1,73.95,1377877,22,1,0,W,visa,debit,0.687921,Suspicious
3047711,1,57.95,1378166,22,1,0,W,visa,debit,0.681917,Suspicious
3047920,1,90.0,1380262,23,1,0,W,visa,debit,0.692771,Suspicious
3047933,1,92.0,1380470,23,1,0,W,visa,debit,0.693315,Suspicious
3048005,1,280.0,1381320,23,1,0,W,mastercard,credit,0.720959,Suspicious
3048016,1,57.0,1381462,23,1,0,W,visa,debit,0.681511,Suspicious
3048029,1,280.0,1381528,23,1,0,W,mastercard,credit,0.720959,Suspicious
3048156,1,209.95,1383324,0,2,0,W,visa,debit,0.793791,Critical Risk
3048184,1,171.0,1383721,0,2,0,W,visa,debit,0.788687,Critical Risk
3048192,1,11.077,1383803,0,2,0,C,visa,credit,0.722283,Suspicious
3048196,1,11.077,1383884,0,2,0,C,visa,credit,0.722283,Suspicious
3048226,1,161.0,1384259,0,2,0,W,visa,debit,0.787190,Critical Risk
3048829,1,49.0,1392795,2,2,0,W,visa,debit,0.757801,Critical Risk
3048980,1,18.481,1395724,3,2,0,C,visa,debit,0.734236,Suspicious
3049134,1,158.343,1400634,5,2,0,C,mastercard,debit,0.706776,Suspicious
3049140,1,158.343,1400751,5,2,0,C,mastercard,debit,0.706776,Suspicious
3049176,1,100.0,1402730,5,2,0,S,visa,debit,0.695378,Suspicious
3049186,1,400.0,1403243,5,2,0,S,visa,debit,0.729849,Suspicious
3049314,1,52.645,1417110,9,2,0,C,visa,credit,0.679560,Suspicious
3049320,1,150.0,1420046,10,2,0,H,mastercard,credit,0.705432,Suspicious
3049359,1,40.81,1426597,12,2,0,C,mastercard,debit,0.673328,Suspicious
3049360,1,40.81,1426745,12,2,0,C,visa,debit,0.673328,Suspicious
3049361,1,40.81,1426815,12,2,0,C,mastercard,debit,0.673328,Suspicious
3049362,1,40.81,1426905,12,2,0,C,visa,debit,0.673328,Suspicious
3049387,1,117.0,1428644,12,2,0,W,visa,debit,0.699267,Suspicious
3049394,1,117.0,1428823,12,2,0,W,visa,debit,0.699267,Suspicious
3049660,1,171.0,1435821,14,2,0,W,mastercard,debit,0.708687,Suspicious
3049704,1,125.0,1436538,15,2,0,R,visa,credit,0.700907,Suspicious
3049963,1,50.0,1440166,16,2,0,S,american express,credit,0.678296,Suspicious
3049971,1,50.0,1440226,16,2,0,S,american express,credit,0.678296,Suspicious
3050174,1,171.0,1442593,16,2,0,W,visa,credit,0.708687,Suspicious
3050203,1,167.0,1442907,16,2,0,W,visa,credit,0.708099,Suspicious
3050213,1,87.0,1443003,16,2,0,W,visa,credit,0.691933,Suspicious
3050341,1,75.0,1444456,17,2,0,H,american express,credit,0.688268,Suspicious
3050446,1,300.0,1445704,17,2,0,H,mastercard,credit,0.722678,Suspicious
